,0
0,0.5157238841056824
1,0.41859883069992065
2,0.33945098519325256
3,0.2705537676811218
4,0.21659713983535767
5,0.1703614592552185
6,0.14023788273334503
7,0.11203745752573013
8,0.09570540487766266
9,0.08276859670877457
10,0.0777643695473671
11,0.0735778659582138
12,0.0721028596162796
13,0.07473612576723099
14,0.0783311128616333
15,0.08212178945541382
16,0.08251465111970901
17,0.08542239665985107
18,0.08694881945848465
19,0.08759656548500061
20,0.08472171425819397
21,0.08382698148488998
22,0.08154238015413284
23,0.07815006375312805
24,0.07512767612934113
25,0.07233142107725143
26,0.07034436613321304
27,0.06620166450738907
28,0.06617513298988342
29,0.0632464736700058
30,0.061989493668079376
31,0.059955473989248276
32,0.06055384874343872
33,0.058040011674165726
34,0.05717901512980461
35,0.057958416640758514
36,0.058016691356897354
37,0.056779902428388596
38,0.0555446520447731
39,0.05630876123905182
40,0.0563291534781456
41,0.056778211146593094
42,0.05610723793506622
43,0.05579448863863945
44,0.056033145636320114
45,0.055085450410842896
46,0.05400976166129112
47,0.055254045873880386
48,0.05432792007923126
49,0.05285348370671272
50,0.053526874631643295
51,0.05282079428434372
52,0.052221640944480896
53,0.05174069106578827
54,0.05090641602873802
55,0.051160041242837906
56,0.051848094910383224
57,0.05049319192767143
58,0.05124069005250931
59,0.051369622349739075
60,0.050067801028490067
61,0.04900772497057915
62,0.05094181001186371
63,0.04970003291964531
64,0.04909026622772217
65,0.0498625822365284
66,0.047925714403390884
67,0.04832093045115471
68,0.04885534569621086
69,0.04931439459323883
70,0.048648539930582047
71,0.048604369163513184
72,0.048479072749614716
73,0.04869718849658966
74,0.04805748164653778
75,0.04761405661702156
76,0.04820502921938896
77,0.048821061849594116
78,0.046039238572120667
79,0.04739835113286972
80,0.04809141159057617
81,0.04636383056640625
82,0.04760170727968216
83,0.04837625473737717
84,0.04744965583086014
85,0.0470622256398201
86,0.04643822833895683
87,0.04768639802932739
88,0.04711219668388367
89,0.046417009085416794
90,0.046263501048088074
91,0.04715735465288162
92,0.047284163534641266
93,0.046014636754989624
94,0.046042583882808685
95,0.046062953770160675
96,0.046785347163677216
97,0.045208483934402466
98,0.04525654390454292
99,0.04447467252612114
100,0.04566467925906181
101,0.045637454837560654
102,0.04520738124847412
103,0.045333024114370346
104,0.04423285648226738
105,0.04596036300063133
106,0.045924026519060135
107,0.04426732659339905
108,0.04440928250551224
109,0.0457163080573082
110,0.04506225883960724
111,0.04535074159502983
112,0.04478803277015686
113,0.04503193125128746
114,0.04367103427648544
115,0.045260194689035416
116,0.045794207602739334
117,0.044738247990608215
118,0.04372246563434601
119,0.04493528604507446
120,0.04424078017473221
121,0.04525512456893921
122,0.044507142156362534
123,0.04406045749783516
124,0.04457844793796539
125,0.04490453004837036
126,0.04581984877586365
127,0.045101601630449295
128,0.04500541836023331
129,0.044861774891614914
130,0.0445529967546463
131,0.04391301050782204
132,0.04500892758369446
133,0.04464184120297432
134,0.04533935338258743
135,0.04511982947587967
136,0.043542809784412384
137,0.04395115375518799
138,0.04329065978527069
139,0.044541459530591965
140,0.043636102229356766
141,0.043629370629787445
142,0.04349365085363388
143,0.0434526652097702
144,0.043505821377038956
145,0.04296400770545006
146,0.04337557032704353
147,0.04293060302734375
148,0.04266496002674103
149,0.04303430765867233
150,0.04319599270820618
151,0.043186139315366745
152,0.0425775945186615
153,0.04292861744761467
154,0.0426153838634491
155,0.04337991774082184
156,0.04244731366634369
157,0.043430887162685394
158,0.04211848974227905
159,0.04325379803776741
160,0.04243649169802666
161,0.04302087053656578
162,0.042461249977350235
163,0.04176788032054901
164,0.042789261788129807
165,0.04286734387278557
166,0.042842037975788116
167,0.04266950115561485
168,0.043665312230587006
169,0.042219970375299454
170,0.04286990314722061
171,0.0425536222755909
172,0.042029738426208496
173,0.04296949505805969
174,0.04236079007387161
175,0.04333709925413132
176,0.04217168316245079
177,0.04252927377820015
178,0.04266186058521271
179,0.04267603158950806
180,0.04223409295082092
181,0.04130370542407036
182,0.04211924225091934
183,0.04207857698202133
184,0.04247894883155823
185,0.041572440415620804
186,0.04174792021512985
187,0.04298914596438408
188,0.04425101727247238
189,0.041951946914196014
190,0.04277612268924713
191,0.04111670330166817
192,0.04225572943687439
193,0.04162397235631943
194,0.04198857769370079
195,0.041013915091753006
196,0.04238377511501312
197,0.04166741669178009
198,0.04108630493283272
199,0.04186275228857994
200,0.042192138731479645
201,0.04157073795795441
202,0.041795626282691956
203,0.04068821668624878
204,0.041809432208538055
205,0.041177064180374146
206,0.04114505648612976
207,0.04262157902121544
208,0.041883163154125214
209,0.04084834083914757
210,0.04196205362677574
211,0.042046599090099335
212,0.04206808656454086
213,0.0423300676047802
214,0.041572801768779755
215,0.041494570672512054
216,0.04199027270078659
217,0.04286111891269684
218,0.041144512593746185
219,0.041431207209825516
220,0.04076628014445305
221,0.04102228954434395
222,0.040788546204566956
223,0.04157261922955513
224,0.04087848216295242
225,0.04186732694506645
226,0.04108939692378044
227,0.041286028921604156
228,0.04119976982474327
229,0.0411854162812233
230,0.04111962020397186
231,0.042122241109609604
232,0.0415373221039772
233,0.04101181775331497
234,0.041662078350782394
235,0.041430070996284485
236,0.04135114327073097
237,0.04094019904732704
238,0.04103957116603851
239,0.04193216562271118
